query,response,intent,domain
When will I receive a Credit Card after applying?,"After you apply for a Credit Card with  Bank, the approval process typically takes a few working days. Once approved, the Card usually gets delivered within a few working days. If you apply online, it may expedite the process slightly.",finance inquiry,finance
What is the minimum salary required to apply for a Credit Card?,"The minimum salary required to apply for an  Bank Credit Card varies according to the issuer and card type. Generally, a minimum monthly salary of ?20,000 is required for basic Credit Cards in India. Check the specific requirements on the  Bank website before you proceed with the online application process.",finance inquiry,finance
Can we take a Loan on a Credit Card?," Yes, you can easily apply for a Loan on Credit Card if you own any  Bank Credit Card. Customers having a good history of transactions and repayment with their Credit Card may be eligible for a loan depending on the Bank's policies.",finance inquiry,finance
What is the limit for a Credit Card?,"A Credit Card limit is the maximum amount that you can spend in a month on their Credit Card. It is decided by the issuer bank and depends on factors like your income, credit score and credit history. ",finance inquiry,finance
How do I apply for a Credit Card without a salary?,"Applying for a Credit Card without salary is possible. However, the issuer bank might ask you to open a Fixed Deposit as collateral to issue the Credit Card. ",finance inquiry,finance
Can I update separate mobile number for OTP alerts on add-on card?,"You may update add-on card mobile number regarding OTP alerts for online transactions made on add-on card, However transactions alerts and payment due date alerts will be sent to Primary card holders Mobile Number only.",finance inquiry,finance
Can I close the credit card and have the fixed deposit account active?,"You may cancel only the credit card account and can have the FD account active. For cancellation of credit card, complete amount due on card needs to be paid off.",finance inquiry,finance
Can I withdraw partial fixed deposit amount?,"You will be unable to withdraw partial fixed deposit amount, as the complete fixed deposit is marked with lien against credit card.",finance inquiry,finance
What is the validity period of credit card,The credit card is valid for 4 years from the card issue date. The credit card will be automatically renewed and sent at your mailing address 10 days prior to the card expiry date. Expiry date of the card will be mentioned on the front side of Credit card.,finance inquiry,finance
What is e-Welcome Kit or digitised Welcome Kit?,"Bank has now digitised Welcome Kits as part of the Go Green initiative. The Welcome Kit includes the Membership Guide, Terms & Conditions and Most Important Terms & Conditions (MITC) in a downloadable PDF format.",finance inquiry,finance
Please provide me the details of offers available on debit and credit cards.,"To know the details of all the promos and offers on  Bank Credit and Debit Cards, please check our offer zone and Click on 'Brands A- Z' and select the specified offer.",finance inquiry,finance
Is there a balance transfer option available for  Bank Credit Card?,"Balance transfer facility is available for certain eligible customers and is offer based. If you have received an SMS to avail Balance Transfer on credit card, you may reply to the SMS and we will get in touch with you. Alternatively, if you want to know your eligibility you may call our Customer Care To know the local Customer Care numbers,",finance inquiry,finance
"I want my credit card delivery to be sent to my alternate address, what should I do?","Credit Card can be sent only to the mailing address updated in the records. In your absence, you can leave an authorisation letter with your family members along with a valid ID proof to accept the delivery.",finance inquiry,finance
I have blocked my credit card. How can I get a replacement card?,You can place your request for replacement of your Credit card by calling our Customer Care.,finance inquiry,finance
I was not able to collect the order. Please attempt to deliver the order again,"Click here to enter order id/request id, name and mobile number separated by commas. Our customer support team will reach out to you and confirm delivery re-attempt",health inquiry,healthcare
My order is delayed,"Your delivery might take longer than usual because of surge in demand, supply shortages and lockdown across cities. Home Delivery: +1-2 days additional for delivery Store pick-up: 12-24 hours additional for your order to be ready Courier: +2-3 days additional for delivery If further support is required click below to enter order id/request id, name and mobile number separated by commas. Our customer support team will reach out to you",health inquiry,healthcare
I did not receive all the medicines in my order,Kindly write to us the original order details with images of the medicines delivered. Our support team can start processing your request as soon as we receive the order details and images.,health inquiry,healthcare
I received wrong medicines,Kindly write to us the original order details with images of the medicines delivered. Our support team can start processing your request as soon as we receive the order details and images.,health inquiry,healthcare
